cnt
96.26373626373626
96.07680847541798
94.91805283757338
95.41228284805482
93.97018970189703
95.23175092910735
94.41522164985852
94.04881592517398
95.24944348872226
95.63153075176558
96.73523052187205
97.33610890827386
95.9064929994469
96.35948712679607
95.76036708947237
95.02481586031047
94.91894550116797
93.77337766431158
93.90971424144209
95.32957947695876
94.78456396232147
95.52313763003707
95.95343680709534
94.82648066186016
